Starting latency sender on interface: vcan0
Sent speed: 49.636761 at timestamp: 1765964097.636623
Sent speed: 13.433070 at timestamp: 1765964097.646852
Sent speed: 13.589865 at timestamp: 1765964097.657068
Sent speed: 70.608017 at timestamp: 1765964097.667376
Sent speed: 57.676029 at timestamp: 1765964097.677515
Sent speed: 14.392599 at timestamp: 1765964097.687666
Sent speed: 71.585640 at timestamp: 1765964097.697817
Sent speed: 46.456139 at timestamp: 1765964097.708027
Sent speed: 76.959503 at timestamp: 1765964097.718255
Sent speed: 85.278343 at timestamp: 1765964097.728387
Sent speed: 30.853966 at timestamp: 1765964097.738513
Sent speed: 18.819090 at timestamp: 1765964097.748642
Sent speed: 4.494351 at timestamp: 1765964097.758848
Sent speed: 81.846024 at timestamp: 1765964097.769000
Sent speed: 35.375904 at timestamp: 1765964097.779231
Sent speed: 29.105701 at timestamp: 1765964097.789466
Sent speed: 68.638596 at timestamp: 1765964097.799615
Sent speed: 66.671349 at timestamp: 1765964097.809911
Sent speed: 7.085561 at timestamp: 1765964097.820139
Sent speed: 2.320930 at timestamp: 1765964097.830288
Sent speed: 88.773315 at timestamp: 1765964097.840411
Sent speed: 78.621361 at timestamp: 1765964097.850654
Sent speed: 77.321587 at timestamp: 1765964097.860785
Sent speed: 77.784172 at timestamp: 1765964097.871020
Sent speed: 14.293427 at timestamp: 1765964097.881247
Sent speed: 11.029944 at timestamp: 1765964097.891464
Sent speed: 34.598186 at timestamp: 1765964097.901612
Sent speed: 60.698475 at timestamp: 1765964097.911839
Sent speed: 30.305704 at timestamp: 1765964097.922070
Sent speed: 88.722397 at timestamp: 1765964097.932291
Sent speed: 4.573500 at timestamp: 1765964097.942515
Sent speed: 86.479042 at timestamp: 1765964097.952747
Sent speed: 36.404961 at timestamp: 1765964097.962964
Sent speed: 35.049923 at timestamp: 1765964097.973208
Sent speed: 8.870304 at timestamp: 1765964097.983343
Sent speed: 26.920420 at timestamp: 1765964097.993480
Sent speed: 55.760078 at timestamp: 1765964098.003614
Sent speed: 53.544415 at timestamp: 1765964098.013832
Sent speed: 55.188759 at timestamp: 1765964098.024062
Sent speed: 79.999573 at timestamp: 1765964098.034300
Sent speed: 43.974915 at timestamp: 1765964098.044418
Sent speed: 76.800461 at timestamp: 1765964098.054553
Sent speed: 83.950867 at timestamp: 1765964098.064687
Sent speed: 21.188406 at timestamp: 1765964098.074956
Sent speed: 65.893852 at timestamp: 1765964098.085198
Sent speed: 89.828697 at timestamp: 1765964098.095453
Sent speed: 84.725311 at timestamp: 1765964098.105591
Sent speed: 23.222513 at timestamp: 1765964098.115829
Sent speed: 86.285492 at timestamp: 1765964098.126060
Sent speed: 77.210686 at timestamp: 1765964098.136291
Sent speed: 67.515442 at timestamp: 1765964098.146530
Sent speed: 71.468628 at timestamp: 1765964098.156682
Sent speed: 39.742329 at timestamp: 1765964098.166877
Sent speed: 83.059952 at timestamp: 1765964098.177016
Sent speed: 52.909096 at timestamp: 1765964098.187285
Sent speed: 98.687996 at timestamp: 1765964098.197549
Sent speed: 76.783600 at timestamp: 1765964098.207795
Sent speed: 92.189278 at timestamp: 1765964098.218074
Sent speed: 90.336250 at timestamp: 1765964098.228375
Sent speed: 71.260796 at timestamp: 1765964098.238544
Sent speed: 11.444266 at timestamp: 1765964098.248702
Sent speed: 22.754150 at timestamp: 1765964098.258970
Sent speed: 92.212738 at timestamp: 1765964098.269195
Sent speed: 8.481242 at timestamp: 1765964098.279454
Sent speed: 14.863481 at timestamp: 1765964098.289624
Sent speed: 81.496376 at timestamp: 1765964098.299789
Sent speed: 96.737732 at timestamp: 1765964098.310118
Sent speed: 74.404648 at timestamp: 1765964098.320353
Sent speed: 94.596336 at timestamp: 1765964098.330605
Sent speed: 33.262596 at timestamp: 1765964098.340881
Sent speed: 78.407150 at timestamp: 1765964098.351136
Sent speed: 56.727135 at timestamp: 1765964098.361433
Sent speed: 67.140068 at timestamp: 1765964098.371612
Sent speed: 52.069019 at timestamp: 1765964098.381876
Sent speed: 13.570188 at timestamp: 1765964098.392209
Sent speed: 27.346996 at timestamp: 1765964098.402419
Sent speed: 9.889446 at timestamp: 1765964098.412683
Sent speed: 40.990726 at timestamp: 1765964098.422993
Sent speed: 87.755257 at timestamp: 1765964098.433268
Sent speed: 26.483219 at timestamp: 1765964098.443563
Sent speed: 6.999785 at timestamp: 1765964098.453862
Sent speed: 58.340591 at timestamp: 1765964098.464086
Sent speed: 48.452148 at timestamp: 1765964098.474355
Sent speed: 61.487644 at timestamp: 1765964098.484632
Sent speed: 39.650593 at timestamp: 1765964098.494920
Sent speed: 31.286276 at timestamp: 1765964098.505240
Sent speed: 57.353699 at timestamp: 1765964098.515493
Sent speed: 12.718974 at timestamp: 1765964098.525730
Sent speed: 51.203102 at timestamp: 1765964098.535961
Sent speed: 19.590771 at timestamp: 1765964098.546244
Sent speed: 55.531387 at timestamp: 1765964098.556518
Sent speed: 48.468754 at timestamp: 1765964098.566823
Sent speed: 42.165363 at timestamp: 1765964098.577163
Sent speed: 55.610222 at timestamp: 1765964098.587443
Sent speed: 11.060186 at timestamp: 1765964098.597708
Sent speed: 55.731876 at timestamp: 1765964098.607981
Sent speed: 72.909203 at timestamp: 1765964098.618246
Sent speed: 19.849077 at timestamp: 1765964098.628516
Sent speed: 90.564049 at timestamp: 1765964098.638685
Sent speed: 97.924080 at timestamp: 1765964098.649058
Sent speed: 19.095730 at timestamp: 1765964098.659333
Sent speed: 8.426655 at timestamp: 1765964098.669615
Sent speed: 59.872810 at timestamp: 1765964098.679865
Sent speed: 55.928146 at timestamp: 1765964098.690125
Sent speed: 83.762444 at timestamp: 1765964098.700387
Sent speed: 91.525879 at timestamp: 1765964098.710541
Sent speed: 47.738159 at timestamp: 1765964098.720706
Sent speed: 29.858679 at timestamp: 1765964098.730914
Sent speed: 2.101354 at timestamp: 1765964098.741082
Sent speed: 99.526909 at timestamp: 1765964098.751213
Sent speed: 49.102268 at timestamp: 1765964098.761384
Sent speed: 41.665928 at timestamp: 1765964098.771659
Sent speed: 65.376915 at timestamp: 1765964098.781908
Sent speed: 41.011925 at timestamp: 1765964098.792168
Sent speed: 43.933002 at timestamp: 1765964098.802485
Sent speed: 35.226460 at timestamp: 1765964098.812738
Sent speed: 93.673790 at timestamp: 1765964098.822998
Sent speed: 69.669212 at timestamp: 1765964098.833267
Sent speed: 3.241276 at timestamp: 1765964098.843448
Sent speed: 74.211906 at timestamp: 1765964098.853709
Sent speed: 12.382095 at timestamp: 1765964098.863989
Sent speed: 45.786755 at timestamp: 1765964098.874156
Sent speed: 26.988115 at timestamp: 1765964098.884448
Sent speed: 29.676088 at timestamp: 1765964098.894666
Sent speed: 36.105408 at timestamp: 1765964098.904798
Sent speed: 13.353673 at timestamp: 1765964098.915019
Sent speed: 55.218304 at timestamp: 1765964098.925231
Sent speed: 10.227327 at timestamp: 1765964098.935442
Sent speed: 62.892742 at timestamp: 1765964098.945583
Sent speed: 45.511791 at timestamp: 1765964098.955800
Sent speed: 47.806110 at timestamp: 1765964098.966024
Sent speed: 36.983025 at timestamp: 1765964098.976236
Sent speed: 23.518263 at timestamp: 1765964098.986456
Sent speed: 6.789045 at timestamp: 1765964098.996670
Sent speed: 19.452528 at timestamp: 1765964099.006812
Sent speed: 41.383507 at timestamp: 1765964099.016948
Sent speed: 58.920383 at timestamp: 1765964099.027149
Sent speed: 68.924004 at timestamp: 1765964099.037377
Sent speed: 85.577202 at timestamp: 1765964099.047530
Sent speed: 77.936699 at timestamp: 1765964099.057778
Sent speed: 39.171078 at timestamp: 1765964099.068038
Sent speed: 2.358071 at timestamp: 1765964099.078307
Sent speed: 57.496380 at timestamp: 1765964099.088517
Sent speed: 67.096542 at timestamp: 1765964099.098784
Sent speed: 68.408562 at timestamp: 1765964099.108998
Sent speed: 97.659927 at timestamp: 1765964099.119276
Sent speed: 36.691071 at timestamp: 1765964099.129549
Sent speed: 47.880989 at timestamp: 1765964099.139846
Sent speed: 92.479034 at timestamp: 1765964099.150101
Sent speed: 76.426094 at timestamp: 1765964099.160376
Sent speed: 79.246460 at timestamp: 1765964099.170646
Sent speed: 21.121220 at timestamp: 1765964099.180917
Sent speed: 29.078367 at timestamp: 1765964099.191151
Sent speed: 1.268013 at timestamp: 1765964099.201427
Sent speed: 84.511009 at timestamp: 1765964099.211692
Sent speed: 29.425863 at timestamp: 1765964099.221941
Sent speed: 66.869438 at timestamp: 1765964099.232221
Sent speed: 79.628197 at timestamp: 1765964099.242502
Sent speed: 95.639870 at timestamp: 1765964099.252643
Sent speed: 50.053589 at timestamp: 1765964099.262861
Sent speed: 23.183392 at timestamp: 1765964099.273074
Sent speed: 91.082855 at timestamp: 1765964099.283292
Sent speed: 17.524696 at timestamp: 1765964099.293498
Sent speed: 78.201714 at timestamp: 1765964099.303721
Sent speed: 56.079666 at timestamp: 1765964099.313955
Sent speed: 79.570786 at timestamp: 1765964099.324158
Sent speed: 17.314611 at timestamp: 1765964099.334298
Sent speed: 51.407612 at timestamp: 1765964099.344457
Sent speed: 92.698288 at timestamp: 1765964099.354576
Sent speed: 34.203114 at timestamp: 1765964099.364702
Sent speed: 72.379158 at timestamp: 1765964099.374783
Sent speed: 64.129875 at timestamp: 1765964099.384853
Sent speed: 59.089165 at timestamp: 1765964099.394948
Sent speed: 47.289772 at timestamp: 1765964099.405123
Sent speed: 92.457291 at timestamp: 1765964099.415327
Sent speed: 20.198866 at timestamp: 1765964099.425531
Sent speed: 3.454302 at timestamp: 1765964099.435744
Sent speed: 92.383728 at timestamp: 1765964099.445938
Sent speed: 20.180525 at timestamp: 1765964099.456146
Sent speed: 49.453495 at timestamp: 1765964099.466319
Sent speed: 27.773989 at timestamp: 1765964099.476420
Sent speed: 23.747829 at timestamp: 1765964099.486545
Sent speed: 63.120121 at timestamp: 1765964099.496757
Sent speed: 52.752541 at timestamp: 1765964099.506962
Sent speed: 14.844838 at timestamp: 1765964099.517181
Sent speed: 45.760590 at timestamp: 1765964099.527298
Sent speed: 40.757290 at timestamp: 1765964099.537504
Sent speed: 23.445862 at timestamp: 1765964099.547653
Sent speed: 10.280738 at timestamp: 1765964099.557853
Sent speed: 47.264301 at timestamp: 1765964099.568075
Sent speed: 93.563705 at timestamp: 1765964099.578189
Sent speed: 38.937260 at timestamp: 1765964099.588284
Sent speed: 99.052208 at timestamp: 1765964099.598511
Sent speed: 10.500119 at timestamp: 1765964099.608655
Sent speed: 11.116675 at timestamp: 1765964099.618858
Sent speed: 71.074745 at timestamp: 1765964099.629059
Sent speed: 69.377640 at timestamp: 1765964099.639287
Sent speed: 28.959656 at timestamp: 1765964099.649422
Sent speed: 89.225471 at timestamp: 1765964099.659610
Sent speed: 70.326508 at timestamp: 1765964099.669753
Sent speed: 37.094559 at timestamp: 1765964099.679883
Sent speed: 34.822777 at timestamp: 1765964099.690094
Sent speed: 15.728207 at timestamp: 1765964099.700270
Sent speed: 44.471802 at timestamp: 1765964099.710478
Sent speed: 86.633698 at timestamp: 1765964099.720627
Sent speed: 90.217934 at timestamp: 1765964099.730772
Sent speed: 52.979870 at timestamp: 1765964099.740983
Sent speed: 79.917686 at timestamp: 1765964099.751193
Sent speed: 73.834778 at timestamp: 1765964099.761433
Sent speed: 47.838680 at timestamp: 1765964099.771660
Sent speed: 91.350212 at timestamp: 1765964099.781893
Sent speed: 34.445721 at timestamp: 1765964099.792117
Sent speed: 28.886414 at timestamp: 1765964099.802342
Sent speed: 69.604614 at timestamp: 1765964099.812487
Sent speed: 99.039391 at timestamp: 1765964099.822700
Sent speed: 34.412262 at timestamp: 1765964099.832920
Sent speed: 50.830452 at timestamp: 1765964099.843129
Sent speed: 91.503822 at timestamp: 1765964099.853255
Sent speed: 1.362588 at timestamp: 1765964099.863464
Sent speed: 56.831108 at timestamp: 1765964099.873673
Sent speed: 60.651302 at timestamp: 1765964099.883814
Sent speed: 77.024635 at timestamp: 1765964099.894017
Sent speed: 14.773551 at timestamp: 1765964099.904233
Sent speed: 50.976151 at timestamp: 1765964099.914471
Sent speed: 7.044364 at timestamp: 1765964099.924610
Sent speed: 70.247200 at timestamp: 1765964099.934823
Sent speed: 13.137547 at timestamp: 1765964099.945041
Sent speed: 4.202760 at timestamp: 1765964099.955236
Sent speed: 39.560524 at timestamp: 1765964099.965458
Sent speed: 93.460617 at timestamp: 1765964099.975673
Sent speed: 23.090525 at timestamp: 1765964099.985877
Sent speed: 73.386108 at timestamp: 1765964099.996075
Sent speed: 45.473392 at timestamp: 1765964100.006299
Sent speed: 46.978264 at timestamp: 1765964100.016436
Sent speed: 69.607559 at timestamp: 1765964100.026623
Sent speed: 82.611656 at timestamp: 1765964100.036827
Sent speed: 4.601856 at timestamp: 1765964100.046967
Sent speed: 96.667015 at timestamp: 1765964100.057157
Sent speed: 31.710443 at timestamp: 1765964100.067420
Sent speed: 8.510820 at timestamp: 1765964100.077641
Sent speed: 12.280993 at timestamp: 1765964100.087778
Sent speed: 59.088051 at timestamp: 1765964100.097914
Sent speed: 19.451260 at timestamp: 1765964100.108053
Sent speed: 38.971176 at timestamp: 1765964100.118304
Sent speed: 32.229515 at timestamp: 1765964100.128425
Sent speed: 72.383003 at timestamp: 1765964100.138544
Sent speed: 64.439156 at timestamp: 1765964100.148656
Sent speed: 45.862259 at timestamp: 1765964100.158872
Sent speed: 39.103367 at timestamp: 1765964100.169085
Sent speed: 29.860205 at timestamp: 1765964100.179188
Sent speed: 32.941429 at timestamp: 1765964100.189315
Sent speed: 6.506306 at timestamp: 1765964100.199446
Sent speed: 77.864799 at timestamp: 1765964100.209659
Sent speed: 9.258957 at timestamp: 1765964100.219806
Sent speed: 73.565277 at timestamp: 1765964100.230005
Sent speed: 17.822660 at timestamp: 1765964100.240207
Sent speed: 25.772762 at timestamp: 1765964100.250350
Sent speed: 10.062119 at timestamp: 1765964100.260545
Sent speed: 61.143501 at timestamp: 1765964100.270686
Sent speed: 67.133194 at timestamp: 1765964100.280830
Sent speed: 84.342400 at timestamp: 1765964100.291046
Sent speed: 38.792202 at timestamp: 1765964100.301291
Sent speed: 63.906586 at timestamp: 1765964100.311435
Sent speed: 37.498558 at timestamp: 1765964100.321642
Sent speed: 25.386477 at timestamp: 1765964100.331880
Sent speed: 85.643433 at timestamp: 1765964100.342109
Sent speed: 84.789070 at timestamp: 1765964100.352298
Sent speed: 12.554021 at timestamp: 1765964100.362525
Sent speed: 39.448662 at timestamp: 1765964100.372674
Sent speed: 0.786829 at timestamp: 1765964100.382822
Sent speed: 59.036613 at timestamp: 1765964100.393035
Sent speed: 38.021843 at timestamp: 1765964100.403253
Sent speed: 51.755898 at timestamp: 1765964100.413390
Sent speed: 91.601822 at timestamp: 1765964100.423594
Sent speed: 11.311836 at timestamp: 1765964100.433822
Sent speed: 91.942917 at timestamp: 1765964100.444051
Sent speed: 77.664444 at timestamp: 1765964100.454299
Sent speed: 94.513107 at timestamp: 1765964100.464521
Sent speed: 64.300232 at timestamp: 1765964100.474726
Sent speed: 0.638883 at timestamp: 1765964100.484868
Sent speed: 22.213682 at timestamp: 1765964100.495193
Sent speed: 28.071278 at timestamp: 1765964100.505458
Sent speed: 15.561579 at timestamp: 1765964100.515707
Sent speed: 23.049101 at timestamp: 1765964100.525936
Sent speed: 11.769700 at timestamp: 1765964100.536155
Sent speed: 14.526336 at timestamp: 1765964100.546386
Sent speed: 71.266350 at timestamp: 1765964100.556520
Sent speed: 67.909157 at timestamp: 1765964100.566758
Sent speed: 71.224770 at timestamp: 1765964100.576991
Sent speed: 16.337986 at timestamp: 1765964100.587137
Sent speed: 77.598717 at timestamp: 1765964100.597373
Sent speed: 39.850895 at timestamp: 1765964100.607594
Sent speed: 21.216599 at timestamp: 1765964100.617826
Sent speed: 64.180573 at timestamp: 1765964100.628086
Sent speed: 14.559756 at timestamp: 1765964100.638289
Sent speed: 18.979815 at timestamp: 1765964100.648513
Sent speed: 80.679054 at timestamp: 1765964100.658750
Sent speed: 31.944223 at timestamp: 1765964100.668962
Sent speed: 29.503042 at timestamp: 1765964100.700604
Sent speed: 35.620358 at timestamp: 1765964100.710747
Sent speed: 45.308308 at timestamp: 1765964100.720891
Sent speed: 42.845760 at timestamp: 1765964100.731128
Sent speed: 91.877052 at timestamp: 1765964100.741400
Sent speed: 88.089027 at timestamp: 1765964100.751546
Sent speed: 53.765167 at timestamp: 1765964100.761777
Sent speed: 77.490364 at timestamp: 1765964100.771997
Sent speed: 62.398129 at timestamp: 1765964100.782211
Sent speed: 88.372421 at timestamp: 1765964100.792451
Sent speed: 15.742001 at timestamp: 1765964100.802673
Sent speed: 71.955017 at timestamp: 1765964100.812911
Sent speed: 31.432173 at timestamp: 1765964100.823140
Sent speed: 75.630035 at timestamp: 1765964100.833376
Sent speed: 25.357311 at timestamp: 1765964100.843591
Sent speed: 40.842461 at timestamp: 1765964100.853736
Sent speed: 51.547874 at timestamp: 1765964100.863943
Sent speed: 12.514843 at timestamp: 1765964100.874204
Sent speed: 55.455791 at timestamp: 1765964100.884343
Sent speed: 99.031082 at timestamp: 1765964100.894545
Sent speed: 65.808601 at timestamp: 1765964100.904757
Sent speed: 45.343678 at timestamp: 1765964100.915005
Sent speed: 87.465736 at timestamp: 1765964100.925213
Sent speed: 96.235466 at timestamp: 1765964100.935419
Sent speed: 84.552734 at timestamp: 1765964100.945626
Sent speed: 56.767307 at timestamp: 1765964100.955774
Sent speed: 65.486305 at timestamp: 1765964100.965978
Sent speed: 50.263344 at timestamp: 1765964100.976293
Sent speed: 19.513083 at timestamp: 1765964100.986434
Sent speed: 49.055801 at timestamp: 1765964100.996659
Sent speed: 74.322540 at timestamp: 1765964101.006896
Sent speed: 33.978294 at timestamp: 1765964101.017119
Sent speed: 40.481800 at timestamp: 1765964101.027369
Sent speed: 65.344292 at timestamp: 1765964101.037578
Sent speed: 39.332336 at timestamp: 1765964101.047778
Sent speed: 7.373996 at timestamp: 1765964101.058007
Sent speed: 65.224167 at timestamp: 1765964101.068256
Sent speed: 75.819710 at timestamp: 1765964101.078502
Sent speed: 93.769943 at timestamp: 1765964101.088644
Sent speed: 36.829479 at timestamp: 1765964101.098945
Sent speed: 23.972446 at timestamp: 1765964101.109202
Sent speed: 13.350124 at timestamp: 1765964101.119420
Sent speed: 58.561050 at timestamp: 1765964101.129554
Sent speed: 80.195618 at timestamp: 1765964101.139700
Sent speed: 26.127369 at timestamp: 1765964101.149906
Sent speed: 24.822588 at timestamp: 1765964101.160126
Sent speed: 64.602127 at timestamp: 1765964101.170367
Sent speed: 7.140067 at timestamp: 1765964101.180511
Sent speed: 50.556446 at timestamp: 1765964101.190657
Sent speed: 5.642011 at timestamp: 1765964101.200911
Sent speed: 60.672749 at timestamp: 1765964101.211128
Sent speed: 92.647377 at timestamp: 1765964101.221364
Sent speed: 74.818359 at timestamp: 1765964101.231479
Sent speed: 60.665154 at timestamp: 1765964101.241604
Sent speed: 44.503616 at timestamp: 1765964101.251826
Sent speed: 97.961922 at timestamp: 1765964101.262026
Sent speed: 61.349823 at timestamp: 1765964101.272232
Sent speed: 46.693970 at timestamp: 1765964101.282365
Sent speed: 14.265355 at timestamp: 1765964101.292486
Sent speed: 47.737438 at timestamp: 1765964101.302685
Sent speed: 6.274569 at timestamp: 1765964101.312892
Sent speed: 40.448536 at timestamp: 1765964101.323135
Sent speed: 53.727734 at timestamp: 1765964101.333375
Sent speed: 84.526367 at timestamp: 1765964101.343509
Sent speed: 43.719666 at timestamp: 1765964101.353719
Sent speed: 60.683495 at timestamp: 1765964101.363941
Sent speed: 71.034523 at timestamp: 1765964101.374137
Sent speed: 55.499489 at timestamp: 1765964101.384278
Sent speed: 80.637856 at timestamp: 1765964101.394413
Sent speed: 81.603531 at timestamp: 1765964101.404673
Sent speed: 3.400301 at timestamp: 1765964101.414885
Sent speed: 27.835426 at timestamp: 1765964101.425096
Sent speed: 22.128248 at timestamp: 1765964101.435338
Sent speed: 6.892137 at timestamp: 1765964101.445585
Sent speed: 58.662140 at timestamp: 1765964101.455727
Sent speed: 51.584000 at timestamp: 1765964101.465934
Sent speed: 93.681511 at timestamp: 1765964101.476136
Sent speed: 99.294868 at timestamp: 1765964101.486450
Sent speed: 5.794240 at timestamp: 1765964101.496706
Sent speed: 40.622417 at timestamp: 1765964101.506991
Sent speed: 7.707629 at timestamp: 1765964101.517208
Sent speed: 5.325561 at timestamp: 1765964101.527349
Sent speed: 4.713532 at timestamp: 1765964101.537542
Sent speed: 53.661388 at timestamp: 1765964101.547676
Sent speed: 99.719795 at timestamp: 1765964101.557801
Sent speed: 36.424091 at timestamp: 1765964101.567993
Sent speed: 18.186934 at timestamp: 1765964101.578216
Sent speed: 88.016006 at timestamp: 1765964101.588368
Sent speed: 68.449341 at timestamp: 1765964101.598583
Sent speed: 71.705399 at timestamp: 1765964101.608783
Sent speed: 11.173739 at timestamp: 1765964101.618997
Sent speed: 51.705025 at timestamp: 1765964101.629145
Sent speed: 81.236572 at timestamp: 1765964101.639389
Sent speed: 92.237976 at timestamp: 1765964101.649601
Sent speed: 80.051414 at timestamp: 1765964101.659738
Sent speed: 21.736923 at timestamp: 1765964101.669932
Sent speed: 80.489174 at timestamp: 1765964101.680071
Sent speed: 2.553196 at timestamp: 1765964101.690304
Sent speed: 40.035965 at timestamp: 1765964101.700518
Sent speed: 89.682114 at timestamp: 1765964101.710741
Sent speed: 96.190117 at timestamp: 1765964101.720950
Sent speed: 5.315474 at timestamp: 1765964101.731152
Sent speed: 20.311987 at timestamp: 1765964101.741402
Sent speed: 46.755772 at timestamp: 1765964101.751613
Sent speed: 45.056976 at timestamp: 1765964101.761847
Sent speed: 2.040167 at timestamp: 1765964101.772074
Sent speed: 94.685974 at timestamp: 1765964101.782384
Sent speed: 40.083275 at timestamp: 1765964101.792606
Sent speed: 67.027466 at timestamp: 1765964101.802864
Sent speed: 6.408263 at timestamp: 1765964101.813103
Sent speed: 4.431991 at timestamp: 1765964101.823270
Sent speed: 24.535217 at timestamp: 1765964101.833470
Sent speed: 39.724251 at timestamp: 1765964101.843668
Sent speed: 54.809101 at timestamp: 1765964101.853866
Sent speed: 12.248399 at timestamp: 1765964101.864157
Sent speed: 44.928761 at timestamp: 1765964101.874392
Sent speed: 51.515938 at timestamp: 1765964101.884605
Sent speed: 41.476727 at timestamp: 1765964101.894750
Sent speed: 29.249466 at timestamp: 1765964101.905042
Sent speed: 68.391769 at timestamp: 1765964101.915363
Sent speed: 32.418354 at timestamp: 1765964101.925561
Sent speed: 84.749199 at timestamp: 1765964101.935796
Sent speed: 14.162300 at timestamp: 1765964101.945935
Sent speed: 36.614311 at timestamp: 1765964101.956065
Sent speed: 13.363952 at timestamp: 1765964101.966281
Sent speed: 13.903517 at timestamp: 1765964101.976466
Sent speed: 9.919953 at timestamp: 1765964101.986603
Sent speed: 10.864549 at timestamp: 1765964101.996810
Sent speed: 38.113983 at timestamp: 1765964102.006950
Sent speed: 69.018349 at timestamp: 1765964102.017261
Sent speed: 23.137878 at timestamp: 1765964102.027402
Sent speed: 94.791611 at timestamp: 1765964102.037639
Sent speed: 19.501364 at timestamp: 1765964102.047937
Sent speed: 0.064086 at timestamp: 1765964102.058215
Sent speed: 91.058342 at timestamp: 1765964102.068458
Sent speed: 75.337883 at timestamp: 1765964102.078678
Sent speed: 80.489304 at timestamp: 1765964102.088887
Sent speed: 50.894867 at timestamp: 1765964102.099133
Sent speed: 29.794621 at timestamp: 1765964102.109361
Sent speed: 65.653717 at timestamp: 1765964102.119593
Sent speed: 35.938885 at timestamp: 1765964102.129743
Sent speed: 57.200397 at timestamp: 1765964102.139960
Sent speed: 74.813675 at timestamp: 1765964102.150273
Sent speed: 5.740162 at timestamp: 1765964102.160507
Sent speed: 42.168419 at timestamp: 1765964102.170715
Sent speed: 6.933022 at timestamp: 1765964102.180944
Sent speed: 25.071789 at timestamp: 1765964102.191155
Sent speed: 42.677261 at timestamp: 1765964102.201403
Sent speed: 93.465073 at timestamp: 1765964102.211608
Sent speed: 3.658571 at timestamp: 1765964102.221819
Sent speed: 3.105747 at timestamp: 1765964102.232051
Sent speed: 24.620306 at timestamp: 1765964102.242301
Sent speed: 99.579597 at timestamp: 1765964102.252517
Sent speed: 11.622650 at timestamp: 1765964102.262657
Sent speed: 59.434574 at timestamp: 1765964102.272796
Sent speed: 57.904686 at timestamp: 1765964102.282983
Sent speed: 28.717131 at timestamp: 1765964102.293124
Sent speed: 65.972336 at timestamp: 1765964102.303365
Sent speed: 15.667894 at timestamp: 1765964102.313570
Sent speed: 81.835052 at timestamp: 1765964102.323800
Sent speed: 5.096272 at timestamp: 1765964102.333951
Sent speed: 65.213242 at timestamp: 1765964102.344074
Sent speed: 38.659557 at timestamp: 1765964102.354181
Sent speed: 3.928437 at timestamp: 1765964102.364264
Sent speed: 92.307190 at timestamp: 1765964102.374456
Sent speed: 78.289001 at timestamp: 1765964102.384694
Sent speed: 82.203445 at timestamp: 1765964102.394864
Sent speed: 9.809711 at timestamp: 1765964102.405066
Sent speed: 19.373947 at timestamp: 1765964102.415314
Sent speed: 50.763329 at timestamp: 1765964102.425518
Sent speed: 90.652916 at timestamp: 1765964102.435715
Sent speed: 31.239462 at timestamp: 1765964102.445955
Sent speed: 24.102245 at timestamp: 1765964102.456165
Sent speed: 7.080225 at timestamp: 1765964102.466352
Sent speed: 69.279190 at timestamp: 1765964102.476563
Sent speed: 2.507343 at timestamp: 1765964102.486776
Sent speed: 25.777010 at timestamp: 1765964102.496924
Sent speed: 35.808559 at timestamp: 1765964102.507121
Sent speed: 34.931183 at timestamp: 1765964102.517346
Sent speed: 83.128197 at timestamp: 1765964102.527487
Sent speed: 17.024317 at timestamp: 1765964102.537715
Sent speed: 88.735138 at timestamp: 1765964102.547917
Sent speed: 19.843449 at timestamp: 1765964102.558114
Sent speed: 12.799231 at timestamp: 1765964102.568343
Sent speed: 63.381638 at timestamp: 1765964102.578546
Sent speed: 8.671353 at timestamp: 1765964102.588765
